id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
1487,Inverclyde Council : Covid-19 (Coronavirus),https://www.inverclyde.gov.uk/tourism-and-visitor-attractions/coronavirus,107393,"Inverclyde, Primary, service, support, services, Centre, March, Council","Inverclyde, service, support, Primary, services, Council, Coronavirus, March","While this affects official games carried out by clubs, individuals who arrange their own football or other sports activity can still book pitches through Inverclyde Leisure.","While this affects official games carried out by clubs, individuals who arrange their own football or other sports activity can still book pitches through Inverclyde Leisure.",2020-03-29,2020-03-31,no,Local Authority,CORONAVIRUS,"inverclyde,primary,service,support,services,centre,march,council",Government
1488,Renfrewshire Council : Staff advice on Coronavirus,http://www.renfrewshire.gov.uk/coronavirus-staff,107395,"advice, Coronavirus, council, home, Government, Renfrewshire, Staff, services","protect, workplace, test, coronavirus, House, Renfrewshire, Guidance, working",Shielding Those considered most vulnerable to Coronavirus are advised that they must be shielded for the next 12 weeks at least.,"Information for staff about coronavirus (COVID-19) Guidance on working at Renfrewshire House, working safely during coronavirus, if you or a close contact develops symptoms of COVID-19, manager's guide for when a team member or member of the public tests positive, test and protect in the workplace.",2020-04-09,2022-05-18,no,Local Authority,CORONAVIRUS,"advice,coronavirus,council,home,government,renfrewshire,staff,services",Government
1489,Renfrewshire Council : Public advice on Coronavirus,http://www.renfrewshire.gov.uk/coronavirus,107396,"Coronavirus, information, Latest, businesses, outbreak, residents, visitors, guidance","coronavirus, Information, health, guidelines, Scotland, advice, government, Aware","We're working to support residents, businesses, visitors and our staff during the Coronavirus (COVID-19) outbreak.","There are things you can do to stay well and protect others, like: - staying at home if you have symptoms - wearing a face covering - washing your hands regularly - meeting in well-ventilated spaces - supporting Distance Aware, for anyone who prefers others to take extra care around them.",2020-03-30,2023-12-07,no,Local Authority,CORONAVIRUS,"coronavirus,information,latest,businesses,outbreak,residents,visitors,guidance",Government
1491,East Dunbartonshire Council : Being prepared for coronavirus (COVID-19),https://www.eastdunbarton.gov.uk/news/being-prepared-coronavirus-covid-19,107399,"NHS, Council, coronavirus, information, East, Dunbartonshire, advice, Leader","NHS, Council, coronavirus, information, East, Dunbartonshire, advice, Leader",Anyone who does not have symptoms but is looking for general information can call a free dedicated helpline on 0800 028 2816.,Anyone who does not have symptoms but is looking for general information can call a free dedicated helpline on 0800 028 2816.,2020-08-05,2020-11-30,no,Local Authority,CORONAVIRUS,"nhs,council,coronavirus,information,east,dunbartonshire,advice,leader",Government
1492,Glasgow City Council : Coronavirus (COVID-19) advice and information,https://www.glasgow.gov.uk/coronavirus,107400,"government, NHS, service, Health, advice, Glasgow, Scottish, Care","home, Glasgow, Government, Scottish, stay, list, Centres, Support","We are working hard to put plans in place manage the situation as it develops, following official advice and guidance.",Full details on Glasgow's Centres and helpline numbers are available at www.glasgow.gov.uk/article/26644/Glasgows-Covid-19-Mass-Vaccination-Centres Issues related to coronavirus (COVID-19) affecting the delivery of council services will be posted here.,2020-03-19,2023-12-07,no,Local Authority,CORONAVIRUS,"government,nhs,service,health,advice,glasgow,scottish,care",Government
1496,West Lothian Council : Coronavirus (COVID-19) - Advice from NHS Inform,https://www.westlothian.gov.uk/coronavirus,107404,"Information, Coronavirus, Updates, Council, services, essential, care, pages","Coronavirus, Information, Updates, test, pages, displayed, self-isolate, positive","Essential services such as careline, social care, care at home, waste collections, social work, essential housing repairs and care for vulnerable people will be among the key services which are prioritised.To enable this, the council has suspended responses to enquiries or complaints about service provision and will instead be focusing efforts to prioritise our statutory and essential services The council will continue to focus on our statutory duties under the Civil Contingencies Act.",Latest update on COVID-19 self-isolation guidance (updated 13 December): Information for council staff,2020-04-06,2022-08-15,no,Local Authority,CORONAVIRUS,"information,coronavirus,updates,council,services,essential,care,pages",Government
1497,"City of Edinburgh Council, The : Coronavirus (COVID-19) in Scotland",https://www.edinburgh.gov.uk/coronavirus,107405,"Coronavirus, Council, Information, advice, Births, Transport, recycling, Emergency","Mar, Crawl, Common, Search, Coronavirus, Council, Collection, SEP","Information on Coronavirus - Emergency school closures - Delays to rubbish and recycling collections - Coronavirus - latest service updates - Births, marriages and deaths - urgent update - Coronavirus in Edinburgh - Council events, classes, libraries and venues - Waste and recycling service during coronavirus - Information and advice for Council tenants - Coronavirus - how you can help - Businesses and employers - Looking after mental health and wellbeing during the Coronavirus outbreak - Transport, parking and roads - Coronavirus advice - Council Tax, benefits and welfare - Coronavirus advice - An update on our homelessness services",Mar 25 2022 2023 2024 success fail About this capture,2020-03-24,2023-09-25,no,Local Authority,CORONAVIRUS,"coronavirus,council,information,advice,births,transport,recycling,emergency",Government
1498,Midlothian Council : Coronavirus,https://www.midlothian.gov.uk/info/360/community_safety_and_crime/622/coronavirus,107406,"health, NHS, House, March, council, Coronavirus, Scotland, Social","Coronavirus, section, Latest, updates, services, moved, page, wrong","Delay phase From Friday 13 March, people with coronavirus symptoms should stay at home for a period of seven days as per normal process.",Is there anything wrong with this page?,2020-03-18,2023-06-05,no,Local Authority,CORONAVIRUS,"health,nhs,house,march,council,coronavirus,scotland,social",Government
1501,Fife Council :  Coronavirus (Covid-19),https://www.fife.gov.uk/kb/docs/articles/health-and-social-care2/coronavirus-covid-19,107409,"Health, Fife, NHS, Scotland, Council, Protection, Social, Care","cookies, Media, provide, Google, Analytics, information, Social, experience",The Department of Health and Social Care will publish updated UK data on Coronavirus (Covid-19) every day at 2pm until further notice.,"These cookies will allow us the ability to list Fife Council tweets and Facebook posts, Google maps, audio clips & Videos on some of our pages.",2020-03-30,2023-03-28,no,Local Authority,CORONAVIRUS,"health,fife,nhs,scotland,council,protection,social,care",Government
1502,Dundee City Council : Coronavirus (COVID-19),https://www.dundeecity.gov.uk/coronavirus-covid-19,107410,"Scotland, Council, Local, City, Coronavirus, outbreak, content, including","Scotland, COVID, Coronavirus, content, virus, rules, restrictions, lifted",You have a vital role to play in helping us contain any outbreak by following the latest health and travel advice.,"Coronavirus (COVID-19) content All COVID rules and restrictions have been lifted in Scotland, but the virus has not gone away.",2020-04-09,2023-02-26,no,Local Authority,CORONAVIRUS,"scotland,council,local,city,coronavirus,outbreak,content,including",Government
1504,Aberdeenshire Council : Coronavirus,https://www.aberdeenshire.gov.uk/featured-items/coronavirus-covid-19/,107421,"Health, services, View, Council, open, Scotland, Coronavirus', Local","Health, services, View, Council, open, Scotland, Coronavirus', Local",Burial services The advance sale of lairs (where not associated with an interment) at Aberdeenshire cemeteries has been temporarily suspended.,Burial services The advance sale of lairs (where not associated with an interment) at Aberdeenshire cemeteries has been temporarily suspended.,2020-03-29,2020-03-29,no,Local Authority,CORONAVIRUS,"health,services,view,council,open,scotland,coronavirus',local",Government
1505,Aberdeen City Council : Coronavirus (COVID-19),https://www.aberdeencity.gov.uk/services/people-and-communities/coronavirus-covid-19,107422,"credit, Council, Universal, Government, Support, Scottish, housing, pay","credit, Universal, payment, Tax, Council, income, pay, Housing",New Style JSA is a fortnightly payment that can be claimed on its own or at the same time as Universal Credit.,New Style ESA is a fortnightly payment that can be claimed on its own or at the same time as Universal Credit.,2020-03-26,2020-03-31,no,Local Authority,CORONAVIRUS,"credit,council,universal,government,support,scottish,housing,pay",Government
1506,Highland Council : Coronavirus (COVID-19),https://www.highland.gov.uk/info/1226/emergencies/896/coronavirus_covid-19,107424,"Partnership, National, Coronavirus, Public, Highlands, Islands, Local, Resilience","Partnership, National, Public, Highlands, Islands, Local, Resilience, Coronavirus","Guidance available from Ready Scotland for people working in communities: Ready Scotland - Helping in your community Advice on health, travel, safe practice as well information on cases nationally and globally can be found below.","Guidance available from Ready Scotland for people working in communities: Ready Scotland - Helping in your community Advice on health, travel, safe practice as well information on cases nationally and globally can be found below.",2020-04-12,2020-08-13,no,Local Authority,CORONAVIRUS,"partnership,national,coronavirus,public,highlands,islands,local,resilience",Government
1507,Comhairle nan Eilean Siar : Coronavirus (COVID-19),https://www.cne-siar.gov.uk/social-care-and-health/coronavirus/,107425,"Content, Development, Group, International, Internet, Preservation, Consortium, aspects","Thursday, September, Updated, Protect, Collection, Data, Privacy, Test","The Wayback Machine - https://web.archive.org/web/20200329114715/https://www.cne-siar.gov.uk/social-care-and-health/coronavirus/ Coronavirus (COVID-19) : Comhairle nan Eilean Siar has taken the decision to restrict Care Home visiting to essential visits only with effect from 7:30pm this evening, Thursday 26th March 2020.","Coronavirus [COVID-19] Last Updated : Thursday, 21 September, 2023 09:57 AM Test and Protect : Collection of Personal Data - Privacy Notice Last Updated : Thursday, 21 September, 2023 09:57 AM Test and Protect : Collection of Personal Data - Privacy Notice",2020-03-29,2023-10-04,no,Local Authority,CORONAVIRUS,"content,development,group,international,internet,preservation,consortium,aspects",Government
1508,Argyll and Bute Council : Coronavirus - help and advice,https://www.argyll-bute.gov.uk/coronavirus-help-and-advice,107426,"People, Coronavirus, guidance, services, Helpline, home, Caring, Government","NHS, Inform, Covid, Testing, information, Argyll, Bute, funding","If you would like more information about coronavirus, please see www.nhsinform.scot and www.gov.scot/coronavirus-covid-19 For updates on day-to-day changes to council services, please see our service disruptions page We hope you find the information in this section of the website useful.",It gives customers an overview of all funding and services offered by public sector organisations across Scotland.,2020-04-10,2023-06-03,no,Local Authority,CORONAVIRUS,"people,coronavirus,guidance,services,helpline,home,caring,government",Government
1509,Perth and Kinross Council : Coronavirus (COVID-19),https://www.pkc.gov.uk/coronavirus,107427,"Coronavirus, health, Latest, updates, Support, advice, public, services","Team, Archive, history, data, projects, digital, saving, websites",Coronavirus: Parks and open spaces As part of our response to the coronavirus outbreak we are putting some measures in place to help safeguard the health & safety of everyone using our parks and open spaces.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-30,2025-05-17,no,Local Authority,CORONAVIRUS,"coronavirus,health,latest,updates,support,advice,public,services",Government
1510,Stirling Council : Coronavirus,https://www.stirling.gov.uk/planning-building-the-environment/emergencies-emergency-planning/coronavirus/,107428,"Council, Stirling, service, Contact, services, support, March, closed","test, PCR, Testing, Support, Community, contact, symptoms, LFD","As part of ongoing efforts to support businesses and workers during the Covid-19 (Coronavirus) outbreak, Stirling Council has also created a central point for any employers requiring additional staff.",It is possible that people will have to self isolate more than once – perhaps multiple times – if they are identified as a close contact of separate cases on several different occasions.,2020-03-29,2022-01-29,no,Local Authority,CORONAVIRUS,"council,stirling,service,contact,services,support,march,closed",Government
1514,South Lanarkshire Council : Coronavirus (COVID-19) advice,https://www.southlanarkshire.gov.uk/info/200228/health_and_medical_information/1863/coronavirus_covid-19_advice,107433,"Health, Scotland, advice, NHS, Government, Coronavirus, Social, Scottish","services, council, advice, support, test, social, Scottish, Coronavirus",The Department of Health and Social Care will publish updated UK data on Coronavirus (Covid-19) every day at 2pm until further notice.,"As a result, we apologise but many parts of the council are having to concentrate on key and emergency services.",2020-03-24,2022-01-22,no,Local Authority,CORONAVIRUS,"health,scotland,advice,nhs,government,coronavirus,social,scottish",Government
1515,Scottish Borders Council : Statement on Scottish Borders Council’s coronavirus preparations,https://www.scotborders.gov.uk/coronavirus,107435,"Find, Assistance, latest, response, Hubs, Community, information, Schools","Find, Latest, updates, information, Waste, Recycling, Assistance, Support","Top tasks - Service Updates Find out which of our services are affected due to COVID-19 - Community Assistance Hubs Find information on Community Assistance Hubs (CAHs) in the Scottish Borders - Schools Find out all the latest information about schools and education hubs in response to COVID-19 - Social Care Clients Find out all the latest information for health and social care services in response to COVID-19 - Businesses Find out all the latest information for businesses in response to COVID-19 - Financial Assistance and FAQs Including housing and homelessness, schools and waste","Top tasks - Latest updates Latest general information and advice - Service Updates Updates on service information or disruption - Help and Support Including Community Assistance Hubs, Health and Social Care and Financial Assistance - Schools Find out all the latest information about the return to school - Businesses Find out all the latest information and support for businesses and events - Waste and Recycling Find out about waste and recycling services including recycling centres and waste collections",2020-03-30,2022-12-02,no,Local Authority,CORONAVIRUS,"find,assistance,latest,response,hubs,community,information,schools",Government
1516,Scottish Borders Council : Latest News,https://www.scotborders.gov.uk/info/20027/working_for_us/918/latest_news,107437,"flu, vaccination, health, Free, Individuals, staff, voucher, people","flu, vaccination, health, Free, Individuals, staff, voucher, people","Anyone in the following groups should wait to be offered a vaccination by the NHS or their GP: - Individuals aged 65 years and over - Individuals aged 18-64 years with ‘at risk’ conditions - Frontline Health & Social Care Workers - Individuals ages 50-64 not otherwise eligible through a qualifying health condition or employment - Nursey, Primary and Secondary School Teachers and Support Staff Where can I get more information?","Anyone in the following groups should wait to be offered a vaccination by the NHS or their GP: - Individuals aged 65 years and over - Individuals aged 18-64 years with ‘at risk’ conditions - Frontline Health & Social Care Workers - Individuals ages 50-64 not otherwise eligible through a qualifying health condition or employment - Nursey, Primary and Secondary School Teachers and Support Staff Where can I get more information?",2022-06-26,2023-11-29,no,Local Authority,CORONAVIRUS,"flu,vaccination,health,free,individuals,staff,voucher,people",Government
1518,Orkney Islands Council : Coronavirus,https://www.orkney.gov.uk/Council/C/coronavirus.htm,107439,"Coronavirus, Scotland, NHS, illness, caused, cases, visit, Inform","Crawl, Common, Council, Orkney, Mar, Jan, Latest, Oct",The site is the best source of information about steps we can all take to avoid viral infections and advice on what to do if you are returning from – or planning to visit – areas of the world where there have been cases of Covid-19.,Social media OIC Updates on Facebook Orkney Islands Council Sports and Leisure on Facebook Orkney Library on Twitter Visitors Help us keep Orkney safe orkney.com Planning a visit Wellbeing Covid-19 and your mental health Children and young people Council staff wellbeing Parents and carers Education staff Self directed support guidance Watch the video updates from Council Leader James Stockan >,2020-03-29,2023-01-30,no,Local Authority,CORONAVIRUS,"coronavirus,scotland,nhs,illness,caused,cases,visit,inform",Government
1519,Shetland Islands Council : School Closures – 16-20 March 2020,https://www.shetland.gov.uk/news-advice/School-closures-16-20March-2020.asp,107440,"March, Children, School, schools, Shetland, Monday, Friday, Primary","March, Children, School, schools, Shetland, Monday, Friday, Primary",There will also be follow-up communication from schools for parents and carers of children with complex additional support needs early next week.,There will also be follow-up communication from schools for parents and carers of children with complex additional support needs early next week.,2020-08-04,2020-08-04,no,Local Authority,CORONAVIRUS,"march,children,school,schools,shetland,monday,friday,primary",Government
1520,NHS Inform : Healthcare for refugees and asylum seekers,https://www.nhsinform.scot/care-support-and-rights/health-rights/access/healthcare-for-refugees-and-asylum-seekers,107441,"asylum, Scotland, Healthcare, seekers, NHS, Home, Office, refugees","Home, Scotland, NHS, Office, asylum, ’re, healthcare, Scottish",Families of asylum seekers If you are registered as an NHS patient your spouse or civil partner and children will qualify for healthcare.,All other family members will need to prove that they can qualify for NHS care in their own right.,2020-03-17,2024-09-10,no,Health,CORONAVIRUS,"asylum,scotland,healthcare,seekers,nhs,home,office,refugees",Knowledge
1521,NHS Inform : Healthcare for overseas visitors,https://www.nhsinform.scot/care-support-and-rights/health-rights/access/healthcare-for-overseas-visitors,107442,"EEA, Healthcare, NHS, Scotland, Switzerland, EHIC, health, family","EEA, NHS, Scotland, European, immigration, Switzerland, healthcare, pay","This page gives the most up-to-date information, but it will be added to and changed over time, so please keep checking back for updates.",More about accessing NHS services and treatments Holidaymakers eligibility to receive free healthcare while in Scotland will depend on their individual circumstances.,2020-03-17,2024-09-05,no,Health,CORONAVIRUS,"eea,healthcare,nhs,scotland,switzerland,ehic,health,family",Knowledge
1522,Scottish Government : Workplace advice contained in new coronavirus guidance,https://www.gov.scot/news/workplace-advice-contained-in-new-coronavirus-guidance/,107448,"guidance, advice, Workplace, coronavirus, hand, spread, settings, basic","guidance, advice, coronavirus, Workplace, hand, spread, settings, basic",News Workplace advice contained in new coronavirus guidance Tips highlight how staff can prevent spread of infection.,Workplace advice contained in new coronavirus guidance Tips highlight how staff can prevent spread of infection.,2020-03-13,2025-07-22,no,Government,CORONAVIRUS,"guidance,advice,workplace,coronavirus,hand,spread,settings,basic",Government
1523,BBC News : Coronavirus: Banks to allow customers to defer mortgage payments,https://www.bbc.co.uk/news/business-51817947/,107533,"RBS, customers, defer, support, Taxpayer-owned, mortgage, banks, affected","Banks, mortgage, Published, defer, customers, affected, Taxpayer-owned, support","Barclays said it was offering 12-month capital repayment holidays on existing loans over £25,000, and would also offer extended or new overdraft facilities to business customers.","Barclays said it was offering 12-month capital repayment holidays on existing loans over £25,000, and would also offer extended or new overdraft facilities to business customers.",2020-03-10,2025-07-25,no,News,CORONAVIRUS,"rbs,customers,defer,support,taxpayer-owned,mortgage,banks,affected",Media
1524,BBC News : More universities halt teaching and exams,https://www.bbc.co.uk/news/education-51880355/,107534,"university, teaching, students, Bristol, exams, online, Nottingham, universities","university, teaching, students, exams, Published, online, Nottingham, Bristol","Early holidays Meanwhile, the University of Southampton has decided to bring its spring holiday forward by a week so that term now ends on 13 March.","Early holidays Meanwhile, the University of Southampton has decided to bring its spring holiday forward by a week so that term now ends on 13 March.",2020-03-13,2024-03-30,no,News,CORONAVIRUS,"university,teaching,students,bristol,exams,online,nottingham,universities",Media
1525,BBC News : Health secretary confirms 27 coronavirus cases in Scotland,https://www.bbc.co.uk/news/live/uk-scotland-scotland-politics-51800884/,107535,"health, NHS, Freeman, secretary, BBC, Lothian, Houston, Scotland","Team, Archive, history, data, projects, digital, saving, websites","Continuing with simple measures like hand washing and sneeze protections will help save lives, the health secretary adds.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-10,2025-07-23,no,News,CORONAVIRUS,"health,nhs,freeman,secretary,bbc,lothian,houston,scotland",Media
1526,BBC News : Coronavirus outbreak in Scotland,https://www.bbc.co.uk/news/live/uk-scotland-scotland-politics-51800888/,107536,"Archive, Team, data, ArchiveBot, destroyed, projects, Wayback, group","Iranian, movement, Amini, Mahsa, Jîna, archive, Life, Woman","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",Nominate sites for inclusion in the Archive using this form.,2020-03-13,2022-12-10,no,News,CORONAVIRUS,"archive,team,data,archivebot,destroyed,projects,wayback,group",Media
1527,BBC News : Coronavirus: Scotland should plan for 'significant outbreak',https://www.bbc.co.uk/news/uk-scotland-51709458/,107537,"Scotland, Coronavirus, Sturgeon, outbreak, patient, Virus, NHS, Tayside","Scotland, Sturgeon, outbreak, Virus, Coronavirus, patient, NHS, confirmed","The first minister added that as more patients were confirmed they would not be admitted to hospital unless there was a ""clinical need"".","The first minister added that as more patients were confirmed they would not be admitted to hospital unless there was a ""clinical need"".",2020-03-02,2025-07-22,no,News,CORONAVIRUS,"scotland,coronavirus,sturgeon,outbreak,patient,virus,nhs,tayside",Media
1530,BBC News : Coronavirus: First community transmission detected in Scotland,https://www.bbc.co.uk/news/uk-scotland-51832143/,107540,"Scotland, health, Coronavirus, staff, results, test, NHS, sick","Scotland, Coronavirus, cases, Health, Care, detected, case, Published","Jeane Freeman said that even with protective equipment, frontline medical staff were putting themselves at ""greater risk"" of infection.","Several GPs have contacted BBC Scotland to say their practices had not been issued with the promised protective equipment, putting them at further risk.",2020-03-11,2024-09-27,no,News,CORONAVIRUS,"scotland,health,coronavirus,staff,results,test,nhs,sick",Media
1531,BBC News : Scotland's papers: Coronavirus Budget delivers 'blank cheque' to NHS,https://www.bbc.co.uk/news/uk-scotland-51849048/,107541,"Share, Messenger, Facebook, Twitter, Email, Pinterest, WhatsApp, external","Archive, Team, Coronavirus, NHS, Published, Budget, History, data",Scotland's papers: Coronavirus Budget delivers 'blank cheque' to NHS - 12 March 2020 - Share this with Facebook - Share this with Messenger - Share this with Twitter - Share this with Email - Share this with Facebook - Share this with WhatsApp - Share this with Messenger - Share this with Twitter - Share Share this with These are external links and will open in a new window- Email Share this with Email - Facebook Share this with Facebook - Messenger Share this with Messenger - Messenger Share this with Messenger - Twitter Share this with Twitter - Pinterest Share this with Pinterest - WhatsApp Share this with WhatsApp - LinkedIn Share this with LinkedIn Copy this link Read more about sharing.These are external links and will open in a new window -,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-12,2025-04-17,no,News,CORONAVIRUS,"share,messenger,facebook,twitter,email,pinterest,whatsapp,external",Media
1532,BBC News : Coronavirus: Mass events ban as Scottish virus cases spike,https://www.bbc.co.uk/news/uk-scotland-51851341/,107542,"Scotland, Coronavirus, cases, Scottish, longer, confirmed, Health, Jack","cancelled, Coronavirus, Sturgeon, Published, Scottish, Scotland, cases, services",- LIVE UPDATES: Virus cases rise rapidly in Europe and US - EASY STEPS: How to keep safe - A SIMPLE GUIDE: What are the symptoms?,"She said it was not yet necessary to close schools, but advised all overseas school trips should be cancelled.",2020-03-12,2025-07-03,no,News,CORONAVIRUS,"scotland,coronavirus,cases,scottish,longer,confirmed,health,jack",Media
1533,BBC News : Coronavirus: Death of first Scottish patient with Covid-19 confirmed,https://www.bbc.co.uk/news/uk-scotland-51874899/,107543,"Scottish, Scotland, death, confirmed, health, patient, coronavirus, Calderwood","Scotland, Coronavirus, Scottish, health, University, Death, positive, Monday","In a statement Dr Calderwood added: ""I offer my deepest sympathy to their friends and family at this difficult time.","The Scottish football season has been suspended indefinitely, along with Scotland's Six Nations match against Wales in Cardiff.",2020-03-13,2025-06-15,no,News,CORONAVIRUS,"scottish,scotland,death,confirmed,health,patient,coronavirus,calderwood",Media
1534,BBC News : Coronavirus: Scottish universities and colleges announce new measures,https://www.bbc.co.uk/news/uk-scotland-51880666/,107544,"University, Glasgow, Monday, students, universities, teaching, Coronavirus, Scotland","University, Glasgow, Monday, students, March, Scotland, universities, teaching","He said: ""First and second year students will assessed on the basis of work already submitted as an alternative to exams.","He said: ""First and second year students will assessed on the basis of work already submitted as an alternative to exams.",2020-03-13,2022-09-22,no,News,CORONAVIRUS,"university,glasgow,monday,students,universities,teaching,coronavirus,scotland",Media
1535,BBC News : Coronavirus: £320m rescue package for business from Scottish government,https://www.bbc.co.uk/news/uk-scotland-51889013/,107545,"Scottish, rescue, package, April, Kate, business, relief, Forbes","Scottish, businesses, business, government, Scotland, support, April, rescue","During the 2020-21 financial year, business will be boosted with: - 75% rates relief for retail, hospitality and leisure sectors with a rateable value of less than £69,000 from 1 April 2020 - £80m fund to provide grants of at least £3,000 to small businesses in sectors facing the worst economic impact of Covid-19 - 1.6% rates relief for all properties across Scotland, effectively reversing the planned below inflation uplift in the poundage from 1 April 2020 - Fixed rates relief of up to £5,000 for all pubs with a rateable value of less than £100,000 from 1 April 2020 The finance secretary will also write to all local authorities urging them to respond positively to requests from ratepayers for payment deferrals for a fixed period.","Tracy Black - CBI Scotland ""These are substantive steps from the Scottish government that will be hugely welcomed by business.",2020-03-14,2025-07-22,no,News,CORONAVIRUS,"scottish,rescue,package,april,kate,business,relief,forbes",Media
1536,BBC News : Coronavirus: Confirmed Scottish cases rise to 121,https://www.bbc.co.uk/news/uk-scotland-51889733/,107546,"Scotland, Scottish, NHS, people, Coronavirus, Confirmed, University, Glasgow","Scottish, Scotland, March, NHS, people, Published, Coronavirus, Confirmed","They reported a rush to buy all food including toilet rolls, frozen goods, store cupboard essentials, snacks and even cat litter.","They reported a rush to buy all food including toilet rolls, frozen goods, store cupboard essentials, snacks and even cat litter.",2020-03-14,2022-10-15,no,News,CORONAVIRUS,"scotland,scottish,nhs,people,coronavirus,confirmed,university,glasgow",Media
1537,BBC News : Scotland's papers: 'Schools closed four months' and over-70s grounded,https://www.bbc.co.uk/news/uk-scotland-51892232/,107547,"Share, Messenger, Facebook, Twitter, Email, Pinterest, WhatsApp, external","Archive, Team, Schools, Published, History, data, destroyed, projects",Scotland's papers: 'Schools closed four months' and over- 70s grounded - 15 March 2020 - Share this with Facebook - Share this with Messenger - Share this with Twitter - Share this with Email - Share this with Facebook - Share this with WhatsApp - Share this with Messenger - Share this with Twitter - Share Share this with These are external links and will open in a new window- Email Share this with Email - Facebook Share this with Facebook - Messenger Share this with Messenger - Messenger Share this with Messenger - Twitter Share this with Twitter - Pinterest Share this with Pinterest - WhatsApp Share this with WhatsApp - LinkedIn Share this with LinkedIn Copy this link Read more about sharing.These are external links and will open in a new window -,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-15,2025-04-08,no,News,CORONAVIRUS,"share,messenger,facebook,twitter,email,pinterest,whatsapp,external",Media
1538,BBC News : Coronavirus: Scottish Covid-19 testing expanded to communities,https://www.bbc.co.uk/news/uk-scotland-51895936/,107548,"Coronavirus, testing, Scotland, symptoms, Scottish, communities, Health, people","testing, symptoms, Coronavirus, Scottish, Published, tested, communities, Scotland",She reiterated the current public health advice for Scotland: - Those with mild symptoms do not need to be tested.,She reiterated the current public health advice for Scotland: Those with mild symptoms do not need to be tested.,2020-03-15,2025-05-02,no,News,CORONAVIRUS,"coronavirus,testing,scotland,symptoms,scottish,communities,health,people",Media
1539,BBC News : Coronavirus: Hospital acute beds to double to cope with Covid-19,https://www.bbc.co.uk/news/uk-scotland-51896052/,107549,"government, Scotland, Scottish, public, measures, number, days, Coronavirus","NHS, government, Scotland, public, Published, March, days, positive",Coronavirus: Other developments - UK Health Secretary Matt Hancock has said action to isolate over-70s for an extended period is planned in the coming weeks - Strathclyde University will suspend face-to-face teaching from Monday.,- The Royal Conservatoire on Scotland will move to distance learning from Monday and has cancelled all performances until further notice.,2020-03-15,2022-11-25,no,News,CORONAVIRUS,"government,scotland,scottish,public,measures,number,days,coronavirus",Media
1540,BBC News : Coronavirus: 'Reduce social contact' plans for over-70s,https://www.bbc.co.uk/news/uk-scotland-51898288/,107550,"Reduce, people, social, Coronavirus, contact, Health, Elderly, contacts","people, Reduce, social, contact, March, Published, Coronavirus, asked","Officials sought to allay concerns after the UK government said new advice could be issued ""within weeks"".","Officials sought to allay concerns after the UK government said new advice could be issued ""within weeks"".",2020-03-15,2022-12-10,no,News,CORONAVIRUS,"reduce,people,social,coronavirus,contact,health,elderly,contacts",Media
1541,BBC News : Twenty-six schools on the Shetland mainland will close for a week,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-51870654/,107551,"Shetland, mainland, schools, Monday, week, children, information, parents","Shetland, mainland, schools, Published, Monday, week, children, information","Shetland Islands Council said the action was being taken for ""operational and resilience reasons"".","Shetland Islands Council said the action was being taken for ""operational and resilience reasons"".",2020-03-13,2022-10-30,no,News,CORONAVIRUS,"shetland,mainland,schools,monday,week,children,information,parents",Media
1542,BBC News : New coronavirus advice helpline for Scottish businesses,https://www.bbc.co.uk/news/uk-scotland-scotland-business-51864935/,107552,"Scottish, coronavirus, businesses, government, helpline, Scotland, symptoms, advice","Scottish, coronavirus, businesses, Published, government, helpline, Scotland, symptoms",| Health board | Positive cases | |---|---| | Ayrshire and Arran | 4 | | Borders | 2 | | Fife | 3 | | Forth Valley | 6 | | Grampian | 7 | | Greater Glasgow and Clyde | 10 | | Lanarkshire | 7 | | Lothian | 11 | | Shetland | 6 | | Tayside | 4 | On Thursday the Scottish government advised that gatherings of over 500 people should be cancelled from Monday to free up the emergency services.,- EASY STEPS: How to keep safe - A SIMPLE GUIDE: What are the symptoms?,2020-03-13,2022-11-07,no,News,CORONAVIRUS,"scottish,coronavirus,businesses,government,helpline,scotland,symptoms,advice",Media
